id,score,price,stock_counter,candidate,status,stop_loss,next_3_months,type,value,growth,momentum,vgm,rank,last_updated
HONE,"
8.40
",$11.87 ,HONE - HarborOne Bancorp Inc,Strong Buy Candidate,Upgraded, $11.36 (-4.24%),$12.13,top candiates,,,,,,
TEX,"
8.39
",$41.37 ,TEX - Terex Corporation,Strong Buy Candidate,Unchanged, $39.73 (-3.97%),$42.15,top candiates,,,,,,
NBHC,"
8.37
",$37.78 ,NBHC - National Bank Holdings Corporation,Strong Buy Candidate,Unchanged, $36.19 (-4.20%),$37.79,top candiates,,,,,,
COP,"
8.34
",$50.88 ,COP - ConocoPhillips,Strong Buy Candidate,Upgraded, $49.19 (-3.32%),,top candiates,D,F,D,F,Top 42% (106 out of 253),4/29/21
WYNN,"
8.34
",$126.75 ,WYNN - Wynn Resorts,Strong Buy Candidate,Unchanged, $122.44 (-3.40%),,top candiates,,,,,,
IPI,"
8.33
",$34.48 ,IPI - Intrepid Potash Inc,Strong Buy Candidate,Upgraded, $33.25 (-3.58%),115.35%,top candiates,,,,,,
PLAY,"
9.34
",$40.61 ,PLAY - Dave & Buster,Strong Buy Candidate,Unchanged, $39.16 (-3.56%),,top candiates,,,,,,
AMRS,"
8.96
",$16.72 ,AMRS - Amyris,Strong Buy Candidate,Unchanged, $16.13 (-3.52%),,top candiates,,,,,,
ABR,"
8.96
",$16.36 ,ABR - Arbor Realty Trust,Strong Buy Candidate,Unchanged, $15.79 (-3.50%),,top candiates,,,,,,
TAIT,"
8.91
",$5.09 ,TAIT - Taitron Components Incorporated,Strong Buy Candidate,Upgraded, $4.90 (-3.64%),,top candiates,,,,,,
BCO,"
8.87
",$76.00 ,BCO - Brink's Company (The),Strong Buy Candidate,Upgraded, $72.58 (-4.50%),,top candiates,,,,,,
MAT,"
8.82
",$19.46 ,MAT - Mattel,Strong Buy Candidate,Upgraded, $18.44 (-5.24%),20.53%,top candiates,,,,,,
CLSN,"
8.72
",$2.81 ,CLSN - Celsion Corporation,Strong Buy Candidate,Upgraded, $2.71 (-3.56%),,top candiates,,,,,,
BYD,"
8.71
",$56.88 ,BYD - Boyd Gaming Corporation,Strong Buy Candidate,Upgraded, $54.93 (-3.42%),,top candiates,,,,,,
LKFN,"
 8.71
",$66.91 ,LKFN - Lakeland Financial Corporation,Strong Buy Candidate,Unchanged, $64.59 (-3.46%),,top candiates,,,,,,
CLNY,"
8.68
",$5.90 ,"CLNY - Colony Capital, Inc.",Strong Buy Candidate,Upgraded, $5.69 (-3.49%),,top candiates,,,,,,
CB,"
8.66
",$168.56 ,CB - D/B/A Chubb Limited New,Strong Buy Candidate,Upgraded, $161.19 (-4.37%),,top candiates,,,,,,
STAR,"
8.62
",$16.98 ,STAR - iStar Financial Inc,Strong Buy Candidate,Upgraded, $16.27 (-4.17%),,top candiates,,,,,,
FULT,"
8.62
",$15.64 ,FULT - Fulton Financial Corporation,Strong Buy Candidate,Upgraded, $15.06 (-3.73%),,top candiates,,,,,,
CHDN,"
8.59
",$226.42 ,CHDN - Churchill Downs,Strong Buy Candidate,Upgraded, $217.01 (-4.16%),,top candiates,,,,,,
KRTX,"
8.59
",$128.99 ,"KRTX - Karuna Therapeutics, Inc.",Strong Buy Candidate,Upgraded, $124.48 (-3.50%),,top candiates,,,,,,
COO,"
8.55
",$390.67 ,COO - Cooper Companies Inc (The),Strong Buy Candidate,Upgraded, $373.32 (-4.44%),16.84%,top candiates,,,,,,
GES,"
8.48
",$26.45 ,GES - Guess? Inc,Strong Buy Candidate,Unchanged, $25.51 (-3.54%),42.36%,top candiates,,,,,,
TMDX,"
8.47
",$38.69 ,TMDX - TransMedics Group Inc.,Strong Buy Candidate,Unchanged, $37.39 (-3.36%),,top candiates,,,,,,
SPNE,"
8.44
",$18.86 ,SPNE - SeaSpine Holdings Corporation,Strong Buy Candidate,Upgraded, $18.20 (-3.52%),17.35%,top candiates,,,,,,
HONE,"
8.40
",$11.87 ,HONE - HarborOne Bancorp Inc,Strong Buy Candidate,Upgraded, $11.36 (-4.24%),$12.13,top candiates,,,,,,
TEX,"
8.39
",$41.37 ,TEX - Terex Corporation,Strong Buy Candidate,Unchanged, $39.73 (-3.97%),$42.15,top candiates,,,,,,
NBHC,"
8.37
",$37.78 ,NBHC - National Bank Holdings Corporation,Strong Buy Candidate,Unchanged, $36.19 (-4.20%),$37.79,top candiates,,,,,,
COP,"
8.34
",$50.88 ,COP - ConocoPhillips,Strong Buy Candidate,Upgraded, $49.19 (-3.32%),,top candiates,,,,,,
WYNN,"
8.34
",$126.75 ,WYNN - Wynn Resorts,Strong Buy Candidate,Unchanged, $122.44 (-3.40%),,top candiates,,,,,,
IPI,"
8.33
",$34.48 ,IPI - Intrepid Potash Inc,Strong Buy Candidate,Upgraded, $33.25 (-3.58%),115.35%,top candiates,,,,,,
UIS,"
6.11
",$26.60 ,UIS - Unisys Corporation,Strong Buy Candidate,Unchanged, $25.63 (-3.66%),81.03%,undervalued list,,,,,,
DENN,"
5.87
",$17.46 ,DENN - Denny,Strong Buy Candidate,Upgraded, $16.47 (-5.68%),40.17%,undervalued list,,,,,,
GOSS,"
5.68
",$10.94 ,GOSS - Gossamer Bio Inc.,Strong Buy Candidate,Upgraded, $10.53 (-3.68%),13.11%,undervalued list,,,,,,
SPRQ,"
3.85
",$12.92 ,SPRQ - Spartan Acquisition Corp. II,Buy Candidate,Unchanged,$12.33(-4.56%),7.12%,undervalued list,,,,,,
INFN,"
3.53
",$10.19 ,INFN - Infinera Corporation,Buy Candidate,Unchanged, $9.78 (-3.98%),13.32%,undervalued list,,,,,,
PKG,"
2.56
",$134.32 ,PKG - Packaging Corporation of America,Buy Candidate,Unchanged, $127.14 (-5.35%),,undervalued list,,,,,,
KR,"
2.47
",$33.59 ,KR - Kroger Company (The),Buy Candidate,Downgraded, $31.64 (-5.81%),,undervalued list,,,,,,
HLI,"
2.46
",$65.56 ,HLI - Houlihan Lokey Inc,Buy Candidate,Upgraded, $61.62 (-6.01%),,undervalued list,,,,,,
MLAB,"
2.10
",$275.99 ,MLAB - Mesa Laboratories,Buy Candidate,Unchanged, $259.74 (-5.89%),3.47%,undervalued list,,,,,,
PHYS,"
2.08
",$14.32 ,PHYS - Sprott Physical Gold Trust,Buy Candidate,Upgraded, $13.57 (-5.23%),,undervalued list,,,,,,
CHT,"
1.99
",$39.11 ,CHT - Chunghwa Telecom Co Ltd,Buy Candidate,Unchanged, $37.16 (-4.98%),3.01%,undervalued list,,,,,,
DEA,"
1.88
",$21.84 ,"DEA - Easterly Government Properties, Inc",Buy Candidate,Unchanged, $20.57 (-5.84%),3.49%,undervalued list,,,,,,
PJT,"
1.84
",$70.59 ,PJT - PJT Partners Inc,Buy Candidate,Unchanged, $66.32 (-6.05%),,undervalued list,,,,,,
EGRX,"
1.62
",$45.90 ,EGRX - Eagle Pharmaceuticals,Buy Candidate,Upgraded, $43.24 (-5.80%),3.28%,undervalued list,,,,,,
ALE,"
1.40
",$63.70 ,ALE - Allete Inc,Buy Candidate,Upgraded, $60.72 (-4.69%),13.91%,undervalued list,,,,,,
DLR,"
1.37
",$137.60 ,DLR - Digital Realty Trust Inc,Buy Candidate,Upgraded, $129.12 (-6.16%),8.66%,undervalued list,,,,,,
SAIC,"
1.37
",$93.59 ,SAIC - SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Buy Candidate,Upgraded, $88.62 (-5.31%),,undervalued list,,,,,,
CRSA,"
1.21
",$10.23 ,CRSA - Crescent Acquisition Corp Class A,Buy Candidate,Unchanged,$9.61(-6.05%),,undervalued list,,,,,,
GO,"
1.09
",$41.22 ,GO - Grocery Outlet Holding Corp.,Buy Candidate,Unchanged, $39.23 (-4.82%),,undervalued list,D,A,D,B,Bottom 35% (165 out of 253),3/2/21
MAS,"
1.05
",$54.36 ,MAS - Masco Corporation,Buy Candidate,Unchanged, $51.34 (-5.55%),3.25%,undervalued list,,,,,,
ROAD,"
0.78
",$29.03 ,ROAD - Construction Partners Inc. Class A,Hold/Accumulate,Upgraded, $27.87 (-4.00%),8.57%,undervalued list,,,,,,
HRTX,"
0.74
",$18.40 ,HRTX - Heron Therapeutics,Hold/Accumulate,Downgraded, $17.41 (-5.38%),2.95%,undervalued list,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,undervalued list,,,,,,
MEI,"
0.56
",$39.42 ,MEI - Methode Electronics Inc,Hold/Accumulate,Upgraded, $37.49 (-4.90%),9.94%,undervalued list,,,,,,
LHCG,"
0.42
",$203.09 ,LHCG - LHC Group,Hold/Accumulate,Downgraded, $193.41 (-4.77%),,undervalued list,C,A,B,A,Bottom 32% (171 out of 253),2/25/21
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate ,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
SA,"
0.62
",$18.71 ,SA - Seabridge Gold Inc,Hold/Accumulate,Upgraded, $17.72 (-5.31%),,possible runner,,,,,,
POWL,"
0.22
",$29.85 ,POWL - Powell Industries,Hold/Accumulate,Unchanged, $28.63 (-4.08%),6.14%,possible runner,,,,,,
CDK,"
1.81
",$51.93 ,CDK - CDK Global,Buy Candidate,Upgraded, $49.69 (-4.30%),5.32%,possible runner,,,,,,
BIIB,"
6.32
",$284.63 ,BIIB - Biogen Inc.,Strong Buy Candidate,Upgraded, $271.59 (-4.58%),17.11%,possible runner,,,,,,
THG,"
0.81
",$115.75 ,THG - The Hanover Insurance Group Inc,Hold/Accumulate,Upgraded, $109.33 (-5.55%),,possible runner,,,,,,
IAG,"
0.45
",$3.30 ,IAG - Iamgold Corporation,Hold/Accumulate,Upgraded, $3.15 (-4.54%),-3.68%,possible runner,,,,,,
ASA,"
2.11
",$20.82 ,ASA - ASA Gold and Precious Metals Limited,Buy Candidate,Upgraded, $19.84 (-4.70%),3.08%,possible runner,,,,,,
